"customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","Churn","Young","RevenuePerUser"
"0282-NVSJS","Female",1,"No","No",12,"No","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check","No",0,45
"0285-INHLN","Male",0,"Yes","Yes",27,"Yes","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)","No",0,64
"0289-IVARM","Female",0,"No","No",35,"Yes","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","No","Electronic check","No",0,70.7
"0292-WEGCH","Female",0,"Yes","Yes",54,"Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check","No",0,87
"0295-PPHDO","Male",0,"No","No",1,"Yes","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes",0,73
"0295-QVKPB","Male",0,"No","No",5,"Yes","Fiber optic","No","No","Yes","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)","No",0,71.5
"0297-RBCSG","Male",0,"No","No",19,"Yes","Fiber optic","No","Yes","No","Yes","No","Yes","One year","Yes","Bank transfer (automatic)","No",0,78.5
"0298-XACET","Male",0,"Yes","Yes",52,"No","Fiber optic","No","Yes","Yes","Yes","Yes","No","Two year","No","Mailed check","No",0,67.2
"0301-FIDRB","Female",0,"Yes","Yes",72,"No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No",0,82.5
"0301-KOBTQ","Male",0,"No","No",32,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)","No",1,20
"0302-JOIVN","Female",0,"Yes","No",8,"Yes","DSL","No","Yes","Yes","No","Yes","Yes","Month-to-month","No","Electronic check","Yes",0,85.2
"0303-UNCIP","Male",0,"No","No",41,"Yes","Fiber optic","No","No","Yes","No","No","Yes","One year","No","Mailed check","No",0,74.7
"0303-WMMRN","Male",0,"No","No",5,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check","No",1,20
"0305-SQECB","Female",0,"No","Yes",11,"No","Fiber optic","Yes","No","No","Yes","No","No","One year","Yes","Mailed check","No",0,48.5
"0306-JAELE","Male",0,"No","No",5,"Yes","DSL","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check","Yes",0,78
"0307-BCOPK","Female",0,"No","No",16,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check","No",1,23.2
"0308-GIQJT","Male",1,"No","No",71,"Yes","DSL","No","Yes","No","Yes","Yes","Yes","One year","No","Bank transfer (automatic)","No",0,86.7
"0308-IVGOK","Female",0,"No","No",11,"No","Fiber optic","No","Yes","Yes","Yes","No","No","One year","Yes","Credit card (automatic)","No",0,54
"0310-MVLET","Female",0,"Yes","Yes",61,"Yes","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes",0,78.5
"0310-SUCIN","Female",0,"Yes","No",71,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)","No",0,90.5
"0310-VQXAM","Male",0,"No","No",9,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No",1,23.2
"0311-QYWSS","Female",0,"No","No",6,"Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check","No",0,58.5
"0311-UNPFF","Female",0,"No","No",26,"Yes","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","Yes",0,73
"0314-TKOSI","Female",0,"No","No",6,"Yes","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","No","Mailed check","No",0,67.2
"0315-LVCRK","Male",0,"No","No",11,"Yes","DSL","No","No","Yes","No","No","Yes","Month-to-month","No","Electronic check","No",0,74.7
"0318-QUUOB","Male",0,"Yes","No",1,"Yes","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check","Yes",0,63
"0318-ZOPWS","Female",0,"Yes","No",49,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)","No",0,20
"0319-QZTCO","Female",0,"Yes","Yes",3,"Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)","No",0,68.5
"0320-DWVTU","Female",0,"No","No",53,"Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","No","Mailed check","No",0,88.7
"0320-JDNQG","Male",0,"Yes","Yes",23,"Yes","DSL","Yes","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check","Yes",0,81.5
"0322-CHQRU","Male",0,"No","No",2,"Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check","Yes",0,58.2
"0322-YINQP","Male",0,"No","No",1,"Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check","Yes",0,58.5
"0323-XWWTN","Male",0,"No","Yes",3,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check","No",0,20
"0324-BRPCJ","Female",1,"No","No",68,"Yes","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes",0,78.5
"0325-XBFAC","Male",0,"No","No",8,"Yes","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes",0,76.5
"0326-VDYXE","Female",0,"Yes","No",70,"Yes","DSL","No","No","Yes","No","Yes","Yes","One year","Yes","Electronic check","No",0,76.5
"0327-WFZSY","Male",0,"Yes","Yes",39,"Yes","DSL","No","No","Yes","No","Yes","Yes","One year","No","Electronic check","No",0,79.7
"0328-GRPMV","Female",0,"No","No",1,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","Yes",0,55
"0329-GTIAJ","Female",0,"No","No",3,"Yes","DSL","No","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check","Yes",0,83.5
"0330-BGYZE","Male",0,"Yes","No",60,"Yes","DSL","No","Yes","Yes","No","Yes","Yes","One year","No","Bank transfer (automatic)","No",0,85.2
"0330-IVZHA","Female",0,"Yes","No",5,"Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check","Yes",0,58.2
"0334-GDDSO","Male",1,"No","No",3,"Yes","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check","Yes",0,60.5
"0334-ZFJSR","Female",0,"Yes","No",55,"Yes","Fiber optic","Yes","Yes","No","Yes","No","No","One year","Yes","Credit card (automatic)","No",0,69
"0336-KXKFK","Male",0,"No","No",72,"No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No",0,77
"0336-PIKEI","Male",1,"No","No",72,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Bank transfer (automatic)","No",0,83.7
"0337-CNPZE","Female",0,"No","No",41,"Yes","DSL","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes",0,82
"0343-QLUZP","Male",0,"No","No",60,"No","Fiber optic","Yes","Yes","Yes","No","No","No","Two year","No","Bank transfer (automatic)","No",0,55.7
"0345-HKJVM","Female",0,"No","No",6,"Yes","DSL","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check","Yes",0,76.2
"0345-XMMUG","Female",0,"Yes","No",46,"Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No",0,87
"0347-UBKUZ","Female",0,"No","No",15,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No",0,23.2
"0348-SDKOL","Female",0,"Yes","No",58,"Yes","DSL","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)","Yes",0,81.5
"0354-VXMJC","Male",0,"Yes","Yes",23,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)","No",0,23.2
"0354-WYROK","Female",1,"No","No",31,"Yes","DSL","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check","Yes",0,81.5
"0356-ERHVT","Male",0,"Yes","No",11,"Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","No",0,55
"0356-OBMAC","Female",1,"No","No",56,"Yes","DSL","No","Yes","Yes","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)","No",0,77
"0357-NVCRI","Female",0,"No","Yes",25,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Credit card (automatic)","No",0,23.2
"0361-HJRDX","Female",0,"No","No",68,"No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)","No",0,85.7
"0362-RAOQO","Female",0,"No","No",40,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)","No",1,23.2
"0362-ZBZWJ","Male",0,"No","No",36,"Yes","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check","Yes",0,68
"0363-QJVFX","Male",0,"No","No",32,"Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)","Yes",0,87
"0363-SVHYR","Male",0,"Yes","Yes",71,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)","No",0,93.7
"0365-BZUWY","Male",0,"Yes","No",17,"Yes","DSL","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","No",0,82
"0365-GXEZS","Male",0,"Yes","No",18,"Yes","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Electronic check","No",0,66.7
"0365-TRTPY","Female",0,"No","No",37,"Yes","DSL","Yes","Yes","Yes","No","No","No","Month-to-month","No","Bank transfer (automatic)","No",0,70.7
"0366-NQSHS","Male",0,"No","No",2,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No",1,23.2
"0369-ZGOVK","Female",0,"Yes","Yes",28,"Yes","DSL","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)","No",0,55
"0373-AIVNJ","Male",0,"No","No",9,"No","Fiber optic","Yes","Yes","Yes","No","No","No","One year","No","Mailed check","No",0,55.7
"0374-AACSZ","Female",0,"No","No",1,"Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Electronic check","No",0,61.7
"0374-FIUCA","Male",0,"Yes","No",65,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)","No",0,20
"0374-IOEGQ","Female",0,"No","No",3,"Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check","No",0,58.2
"0375-HVGXO","Female",0,"No","No",1,"No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check","Yes",0,50
"0376-OIWME","Male",0,"Yes","No",36,"Yes","DSL","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","No",0,76.5
"0376-YMCJC","Male",0,"No","No",23,"Yes","DSL","No","No","No","Yes","Yes","No","Month-to-month","Yes","Electronic check","Yes",0,68
"0377-JBKKT","Male",0,"Yes","Yes",22,"Yes","Fiber optic","Yes","Yes","No","Yes","No","No","Month-to-month","Yes","Mailed check","No",0,69
"0378-CJKPV","Female",0,"Yes","No",72,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)","No",0,93.7
"0378-NHQXU","Female",0,"Yes","Yes",17,"Yes","DSL","No","No","Yes","No","Yes","No","Month-to-month","No","Electronic check","Yes",0,69.7
"0378-TOVMS","Female",0,"No","No",3,"Yes","DSL","No","No","No","Yes","No","Yes","Month-to-month","No","Electronic check","Yes",0,76.2
"0378-XSZPU","Male",0,"Yes","No",58,"Yes","Fiber optic","Yes","Yes","Yes","No","No","No","One year","No","Credit card (automatic)","Yes",0,70.7
"0379-DJQHR","Male",0,"Yes","Yes",67,"Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","No","Credit card (automatic)","No",0,88.7
"0380-NEAVX","Male",1,"No","No",34,"Yes","DSL","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check","No",0,82
"0380-ZCSBI","Male",0,"No","No",10,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Credit card (automatic)","No",0,23.2
"0383-CLDDA","Female",0,"No","No",69,"Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No",0,85
"0384-LPITE","Male",0,"No","No",40,"No","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","No","Credit card (automatic)","No",0,80.7
"0384-RVBPI","Male",0,"No","No",20,"Yes","Fiber optic","Yes","No","Yes","No","No","Yes","Month-to-month","No","Credit card (automatic)","No",0,78.2
"0386-CWRGM","Female",0,"Yes","Yes",46,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No",0,23.2
"0388-EOPEX","Female",0,"Yes","No",2,"Yes","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check","Yes",0,58.5
"0390-DCFDQ","Female",1,"No","No",1,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check","Yes",0,55
"0392-BZIUW","Female",0,"Yes","No",72,"Yes","DSL","Yes","No","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)","No",0,80
"0394-YONDK","Male",0,"Yes","Yes",70,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)","No",0,23.2
"0396-HUJBP","Female",0,"No","No",2,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No",0,23.2
"0396-UKGAI","Male",0,"No","Yes",23,"Yes","Fiber optic","No","Yes","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)","No",0,65.5
"0396-YCHWO","Male",0,"Yes","No",36,"Yes","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","No",0,73
"0397-GZBBC","Male",1,"No","No",59,"Yes","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","Yes",0,73
"0397-ZXWQF","Male",0,"No","No",67,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","No",1,23.2
"0401-WDBXM","Male",0,"Yes","Yes",72,"Yes","DSL","Yes","No","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No",0,80
"0402-CQAJN","Female",0,"No","No",37,"Yes","DSL","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","Yes",0,82
"0402-OAMEN","Female",0,"Yes","Yes",72,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","No",0,23.2
"0404-AHASP","Male",0,"Yes","No",72,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)","No",0,23.2
"0404-SWRVG","Male",0,"No","No",3,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","Yes",0,55
"0406-BPDVR","Female",1,"No","No",54,"Yes","DSL","No","Yes","No","No","Yes","Yes","One year","Yes","Credit card (automatic)","Yes",0,78.5
"0407-BDJKB","Male",0,"Yes","No",60,"Yes","DSL","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check","Yes",0,72
"0409-WTMPL","Female",0,"Yes","No",58,"Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)","No",0,85.5
"0410-IPFTY","Female",0,"Yes","No",31,"Yes","DSL","No","Yes","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)","No",0,73.5
"0411-EZJZE","Female",0,"No","No",3,"Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check","No",0,63
"0412-UCCNP","Male",0,"No","No",55,"Yes","Fiber optic","Yes","No","Yes","Yes","No","No","Two year","Yes","Electronic check","No",0,67
"0415-MOSGF","Female",0,"No","No",1,"Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check","Yes",0,58.2
"0419-YAAPX","Male",0,"Yes","No",49,"Yes","DSL","No","Yes","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)","No",0,68.5
"0420-BWTPW","Male",0,"No","Yes",8,"No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check","Yes",0,43.2
"0420-HLGXF","Female",1,"No","No",39,"Yes","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","No",0,76.5
